ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
324.6018066,25.3786081,0.0556,0.0573,-0.0099,12.407,0.026,42.1,1.963E+00,12.415,0.042,25.9,1.193E+00,1,0,0000,AA,10,57708.60427297,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.255108,222.910783
324.6018315,25.3785922,0.0876,0.0807,0.0380,12.375,0.034,31.8,1.194E+00,12.514,0.063,17.3,6.870E-01,1,0,0000,AA,10,58633.22322605,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.261092,200.796173
324.6017823,25.3786388,0.0664,0.0626,-0.0228,12.441,0.026,41.8,1.086E+00,12.510,0.063,17.2,5.708E-01,1,0,0000,AA,10,58632.96167367,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.264006,253.196354
324.6018082,25.3786024,0.0719,0.0610,-0.0144,12.407,0.026,41.6,3.485E-01,12.381,0.062,17.5,7.887E-01,1,0,0000,AA,10,58632.69999444,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.267172,219.094500
324.6017850,25.3786278,0.0626,0.0634,-0.0213,12.400,0.026,41.8,3.715E-01,12.493,0.050,21.6,5.966E-01,1,0,0000,AA,10,58068.54120771,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.270091,244.583339
324.6017857,25.3786228,0.0650,0.0551,-0.0153,12.416,0.023,46.8,1.023E+00,12.514,0.049,22.2,6.435E-01,1,0,0000,AA,10,58797.00192130,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.276298,241.006933
324.6018035,25.3785971,0.0838,0.0847,-0.0175,12.476,0.036,30.5,1.414E+00,12.462,0.046,23.4,6.553E-01,1,0,0000,AA,10,58265.50178221,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.291634,219.061610
324.6017886,25.3786108,0.0783,0.0638,-0.0233,12.438,0.027,39.6,1.299E+00,12.474,0.054,20.0,7.352E-01,1,0,0000,AA,10,58633.48490519,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.292071,232.668057
324.6017871,25.3786077,0.0695,0.0697,-0.0229,12.444,0.026,41.8,7.831E-01,12.481,0.054,20.1,4.267E-01,1,0,0000,AA,10,58796.74024194,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.302775,231.548653
324.6017438,25.3786230,0.0897,0.0719,-0.0201,12.564,0.032,34.4,2.574E+00,12.496,0.056,19.4,1.097E+00,1,0,0000,AA,10,57170.96179885,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.400735,250.586166
324.6017367,25.3786446,0.0698,0.0661,-0.0298,12.478,0.028,39.3,9.167E+00,12.589,0.054,20.0,1.915E+00,1,0,0000,AA,0,57534.49465843,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.404862,262.129375
324.6017143,25.3785618,0.0817,0.0793,-0.0067,12.709,0.033,32.9,1.454E+01,12.727,0.065,16.7,2.304E+00,1,0,0000,AA,0,57535.34654654,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,0.591232,233.277903
324.6020198,25.3784006,0.2015,0.1717,-0.0296,14.179,0.064,17.0,9.169E+00,14.230,0.198,5.5,1.273E+00,1,0,0000,AB,0,57535.47757722,3250125701351015187,12.414,0.023,12.432,0.024,11.961,0.275,8.590,null,89929604,13.003,0.0218,12.622,0.0207,12.512,0.0256,1.068742,150.900224
